FirstName,LastName,TransactionDate,Product,Price,Region,Segment
Emma,Brown,2021-06-15,Tablet,301.41,Ohio,Occasional Buyer
James,Davis,2021-06-15,Tablet,682.32,Georgia,Frequent Buyer
Olivia,Wilson,2021-06-15,Laptop,1270.48,Texas,Occasional Buyer
Emily,Wilson,2021-06-16,Headphones,97.86,,
Sophia,Jones,2021-06-16,Smartwatch,548.22,California,Frequent Buyer
Olivia,Smith,2021-06-16,Smartwatch,,New York,Occasional Buyer
Emma,Martinez,2021-06-17,Tablet,325.98,Illinois,Frequent Buyer
Emily,Williams,2021-06-17,Headphones,34.81,Florida,Price-Sensitive
Sarah,Garcia,2021-06-17,Smartwatch,271.41,Ohio,Occasional Buyer
Sophia,Davis,2021-06-17,Smartphone,530.16,Ohio,Price-Sensitive
Daniel,Williams,2021-06-17,Laptop,1403.13,Illinois,Premium Buyer
Michael,Wilson,2021-06-17,Headphones,286.31,Georgia,Frequent Buyer
Daniel,Martinez,2021-06-17,Headphones,76.97,Michigan,Price-Sensitive
Daniel,Smith,2021-06-17,Headphones,89.04,New York,Frequent Buyer
Sophia,Johnson,2021-06-18,Smartwatch,196.0,Michigan,Occasional Buyer
Michael,Williams,2021-06-18,Laptop,1186.1,Ohio,Frequent Buyer
Sophia,Jones,2021-06-18,Tablet,877.04,California,Frequent Buyer
Sarah,Jones,2021-06-18,Headphones,211.92,Georgia,Occasional Buyer
Michael,Williams,2021-06-18,Smartwatch,178.19,Illinois,Price-Sensitive
Emily,Smith,2021-06-18,Laptop,1238.35,Illinois,Price-Sensitive
Sophia,Davis,2021-06-19,Headphones,65.3,Ohio,Price-Sensitive
John,Martinez,2021-06-19,Headphones,52.39,California,Occasional Buyer
Michael,Smith,2021-06-19,Smartwatch,,Illinois,Occasional Buyer
James,Johnson,2021-06-19,Headphones,215.9,Florida,Frequent Buyer
Emma,Garcia,2021-06-19,Laptop,1975.58,Georgia,Frequent Buyer
John,Wilson,2021-06-19,Headphones,207.31,New York,Price-Sensitive
Emma,Brown,2021-06-19,Smartphone,742.96,California,Occasional Buyer
John,Wilson,2021-06-19,Laptop,518.35,New York,Price-Sensitive
Emily,Davis,2021-06-19,Smartphone,866.84,New York,Occasional Buyer
Emma,Johnson,2021-06-19,Smartphone,663.41,Florida,Occasional Buyer
Sophia,Williams,2021-06-19,Laptop,1199.9,New York,Frequent Buyer
Emma,Johnson,2021-06-19,Smartwatch,228.07,Florida,Occasional Buyer
Sophia,Davis,2021-06-20,Laptop,526.46,Ohio,Price-Sensitive
Daniel,Smith,2021-06-20,Tablet,308.65,New York,Frequent Buyer
Emily,Williams,2021-06-20,Smartwatch,,Florida,Price-Sensitive
Daniel,Smith,2021-06-20,Smartphone,654.73,New York,Frequent Buyer
Michael,Williams,2021-06-20,,,Ohio,Frequent Buyer
Emma,Martinez,2021-06-20,Headphones,208.93,Illinois,Frequent Buyer
Sarah,Jones,2021-06-20,Smartphone,546.8,Texas,Frequent Buyer
Michael,Davis,2021-06-20,Smartphone,1243.22,Georgia,Premium Buyer
Emma,Brown,2021-06-21,Headphones,,Ohio,Occasional Buyer
James,Smith,2021-06-21,Laptop,600.69,Michigan,Occasional Buyer
John,Martinez,2021-06-21,Smartphone,474.26,Florida,Price-Sensitive
Daniel,Smith,2021-06-21,Smartphone,594.58,New York,Frequent Buyer
Michael,Williams,2021-06-21,Headphones,48.04,Illinois,Price-Sensitive
Sarah,Jones,2021-06-21,Smartwatch,301.22,New York,Price-Sensitive
James,Davis,2021-06-21,,,Georgia,Frequent Buyer
Sarah,Jones,2021-06-21,Headphones,122.05,New York,Price-Sensitive
Olivia,Miller,2021-06-21,Headphones,124.95,New York,Frequent Buyer
Michael,Wilson,2021-06-21,Headphones,216.14,Georgia,Frequent Buyer
James,Miller,2021-06-22,Smartwatch,562.79,Illinois,Frequent Buyer
Sophia,Johnson,2021-06-22,Laptop,1661.34,Michigan,Occasional Buyer
Emma,Martinez,2021-06-22,Smartphone,556.96,Illinois,Frequent Buyer
Sophia,Johnson,2021-06-22,Smartwatch,416.6,New York,Premium Buyer
John,Johnson,2021-06-22,Smartphone,406.38,California,Price-Sensitive
David,Williams,2021-06-22,Tablet,209.31,California,Price-Sensitive
Sarah,Jones,2021-06-22,Headphones,55.14,Georgia,Occasional Buyer
Emily,Davis,2021-06-22,Laptop,1757.69,Illinois,Premium Buyer
Michael,Wilson,2021-06-22,Smartwatch,233.91,Georgia,Frequent Buyer
Daniel,Smith,2021-06-22,Smartphone,819.63,New York,Frequent Buyer
Daniel,Williams,2021-06-22,Laptop,567.83,Illinois,Price-Sensitive
Emily,Smith,2021-06-23,Tablet,302.54,Illinois,Price-Sensitive
Sarah,Jones,2021-06-23,Tablet,392.34,New York,Price-Sensitive
Emma,Johnson,2021-06-23,Tablet,527.27,Florida,Occasional Buyer
Olivia,Martinez,2021-06-23,Laptop,1374.9,Illinois,Frequent Buyer
Sarah,Davis,2021-06-23,Smartwatch,164.81,California,Price-Sensitive
Sophia,Davis,2021-06-23,Laptop,,California,
Sarah,Jones,2021-06-24,Smartphone,607.34,Georgia,Occasional Buyer
James,Davis,2021-06-24,Laptop,1719.77,Georgia,Frequent Buyer
Emily,Smith,2021-06-24,Smartwatch,373.71,Ohio,Frequent Buyer
James,Smith,2021-06-24,Smartwatch,168.88,Michigan,Occasional Buyer
Michael,Garcia,2021-06-24,Smartphone,692.43,California,Occasional Buyer
Emily,Smith,2021-06-24,Laptop,991.28,Ohio,Frequent Buyer
John,Johnson,2021-06-24,Headphones,100.66,Texas,Price-Sensitive
Olivia,Miller,2021-06-24,Smartwatch,494.8,New York,Frequent Buyer
Olivia,Wilson,2021-06-25,Smartwatch,574.09,New York,Premium Buyer
Emma,Brown,2021-06-25,Tablet,286.21,California,Occasional Buyer
John,Smith,2021-06-25,Laptop,1354.85,Georgia,Price-Sensitive
Emma,Garcia,2021-06-25,Smartwatch,198.04,Georgia,Frequent Buyer
Olivia,Miller,2021-06-25,Laptop,1386.1,New York,Frequent Buyer
Daniel,Williams,2021-06-25,Laptop,,,Premium Buyer
John,Johnson,2021-06-25,Headphones,120.19,Texas,Price-Sensitive
Emily,Davis,2021-06-25,Tablet,704.15,New York,Occasional Buyer
Daniel,Williams,2021-06-25,Headphones,70.14,Illinois,Premium Buyer
Sophia,Davis,2021-06-25,Laptop,1484.51,California,Frequent Buyer
Emily,Davis,2021-06-25,Laptop,1238.6,New York,Occasional Buyer
John,Martinez,2021-06-25,Tablet,390.18,Florida,Price-Sensitive
Emily,Garcia,2021-06-26,Smartphone,851.59,,Frequent Buyer
Michael,Williams,2021-06-26,Smartwatch,569.99,Ohio,Frequent Buyer
John,Johnson,2021-06-26,Laptop,1129.57,Texas,Price-Sensitive
Sarah,Brown,2021-06-26,Smartwatch,202.89,New York,Frequent Buyer
Emily,Williams,2021-06-26,Laptop,1366.74,Florida,Price-Sensitive
David,Davis,2021-06-26,Smartwatch,181.49,Texas,Occasional Buyer
John,Johnson,2021-06-26,Smartwatch,447.83,Michigan,Occasional Buyer
Emily,Brown,2021-06-27,Headphones,77.83,Illinois,Frequent Buyer
Sophia,Jones,2021-06-27,Tablet,802.62,California,Frequent Buyer
Sarah,Wilson,2021-06-27,Smartphone,658.51,Texas,Premium Buyer
Daniel,Williams,2021-06-27,Smartphone,486.84,Illinois,Price-Sensitive
Michael,Jones,2021-06-27,Headphones,195.99,Georgia,Price-Sensitive
John,Williams,2021-06-27,Smartphone,531.79,California,Occasional Buyer
Sophia,Davis,2021-06-27,Tablet,380.21,California,Frequent Buyer
John,Johnson,2021-06-27,Smartwatch,402.91,Texas,Price-Sensitive
Emily,Wilson,2021-06-28,Smartphone,450.83,Texas,Occasional Buyer
Michael,Davis,2021-06-28,Headphones,50.17,Georgia,Premium Buyer
Sarah,Williams,2021-06-28,Headphones,140.1,California,Price-Sensitive
James,Davis,2021-06-28,Laptop,1616.12,Georgia,Frequent Buyer
Emma,Martinez,2021-06-28,Laptop,1824.43,Illinois,Frequent Buyer
Sarah,Jones,2021-06-28,Laptop,1292.76,,Frequent Buyer
David,Davis,2021-06-28,Tablet,304.7,Texas,Occasional Buyer
John,Johnson,2021-06-28,Smartphone,546.33,Michigan,Occasional Buyer
Emily,Smith,2021-07-01,Smartwatch,333.13,Illinois,Price-Sensitive
James,Davis,2021-07-01,Tablet,497.07,Georgia,Frequent Buyer
Emily,Martinez,2021-07-01,Smartphone,739.42,New York,Price-Sensitive
David,Brown,2021-07-01,Smartwatch,275.43,Georgia,Occasional Buyer
David,Miller,2021-07-01,Headphones,247.79,Michigan,Occasional Buyer
Sarah,Jones,2021-07-01,Smartphone,367.57,New York,Price-Sensitive
Sophia,Miller,2021-07-01,Laptop,962.68,Florida,Premium Buyer
Daniel,Williams,2021-07-01,Laptop,1253.63,Texas,Premium Buyer
John,Johnson,2021-07-02,Headphones,166.21,Texas,Price-Sensitive
John,Smith,2021-07-02,Headphones,45.66,Ohio,Price-Sensitive
James,Martinez,2021-07-02,Headphones,167.34,New York,Premium Buyer
Emily,Smith,2021-07-02,Headphones,47.49,Illinois,Price-Sensitive
Olivia,Martinez,2021-07-02,Laptop,1314.37,New York,Frequent Buyer
Emily,Garcia,2021-07-03,Laptop,1218.09,New York,Frequent Buyer
Sophia,Jones,2021-07-03,Tablet,594.57,California,Frequent Buyer
Daniel,Garcia,2021-07-03,Headphones,327.05,,Premium Buyer
Emily,Wilson,2021-07-03,Smartwatch,169.93,Texas,Occasional Buyer
John,Williams,2021-07-03,Headphones,185.91,California,Occasional Buyer
Michael,Smith,2021-07-03,Headphones,179.36,Illinois,Occasional Buyer
Emily,Martinez,2021-07-04,Tablet,315.85,New York,Price-Sensitive
Daniel,Williams,2021-07-04,Headphones,118.68,Michigan,Price-Sensitive
James,Jones,2021-07-04,Smartwatch,273.23,New York,Price-Sensitive
Emily,Garcia,2021-07-04,Laptop,925.66,New York,Frequent Buyer
James,Garcia,2021-07-04,Smartphone,560.95,Texas,Occasional Buyer
James,Johnson,2021-07-04,Laptop,896.3,Florida,Frequent Buyer
Michael,Williams,2021-07-04,Laptop,1027.49,Illinois,Price-Sensitive
Sarah,Davis,2021-07-04,Tablet,469.63,California,Price-Sensitive
Olivia,Martinez,2021-07-04,Laptop,1555.75,Illinois,Frequent Buyer
James,Martinez,2021-07-05,Tablet,554.91,New York,Premium Buyer
James,Jones,2021-07-05,Tablet,491.61,Florida,Occasional Buyer
Olivia,Martinez,2021-07-05,Smartphone,1086.9,New York,Frequent Buyer
John,Martinez,2021-07-05,Smartphone,491.15,Florida,Price-Sensitive
David,Brown,2021-07-05,Smartwatch,403.28,Georgia,Occasional Buyer
Emily,Williams,2021-07-06,Smartphone,958.95,Florida,Frequent Buyer
David,Williams,2021-07-06,Tablet,568.9,Ohio,Price-Sensitive
Olivia,Martinez,2021-07-06,Headphones,88.5,Illinois,Frequent Buyer
Sophia,Davis,2021-07-06,Headphones,156.24,Ohio,Price-Sensitive
Daniel,Williams,2021-07-07,Smartwatch,394.25,Illinois,Price-Sensitive
John,Smith,2021-07-07,Smartwatch,110.13,Georgia,Price-Sensitive
Olivia,Martinez,2021-07-07,Laptop,1676.25,New York,Frequent Buyer
Emma,Martinez,2021-07-08,Smartphone,771.17,Illinois,Frequent Buyer
Michael,Williams,2021-07-08,Tablet,417.36,Illinois,Price-Sensitive
Emily,Garcia,2021-07-08,Smartwatch,217.78,New York,Frequent Buyer
Olivia,Miller,2021-07-08,Smartwatch,436.67,New York,Frequent Buyer
James,Smith,2021-07-08,Tablet,320.73,Georgia,Price-Sensitive
John,Martinez,2021-07-08,Smartwatch,,Florida,Price-Sensitive
James,Davis,2021-07-08,Smartwatch,239.37,Georgia,Frequent Buyer
David,Williams,2021-07-09,Smartwatch,313.51,Ohio,Price-Sensitive
Michael,Williams,2021-07-09,Laptop,952.72,Ohio,Frequent Buyer
Emily,Williams,2021-07-09,Headphones,70.86,Florida,Frequent Buyer
Sarah,Jones,2021-07-09,Headphones,175.1,Texas,Frequent Buyer
Daniel,Williams,2021-07-09,Smartphone,1099.89,Texas,Premium Buyer
John,Smith,2021-07-09,Tablet,375.59,Ohio,Price-Sensitive
David,Williams,2021-07-09,Smartphone,336.66,Ohio,Price-Sensitive
Daniel,Williams,2021-07-10,Headphones,,,Premium Buyer
Olivia,Martinez,2021-07-10,Laptop,1867.2,Illinois,Frequent Buyer
John,Smith,2021-07-10,Smartwatch,183.85,Georgia,Price-Sensitive
James,Miller,2021-07-10,Smartwatch,227.22,Illinois,Frequent Buyer
Michael,Wilson,2021-07-10,,,Georgia,Frequent Buyer
Emily,Williams,2021-07-10,Smartwatch,514.83,Florida,Frequent Buyer
James,Martinez,2021-07-10,Headphones,85.94,Georgia,Occasional Buyer
Sophia,Davis,2021-07-11,Headphones,174.29,California,Frequent Buyer
James,Johnson,2021-07-11,Laptop,1342.34,Florida,Frequent Buyer
Emma,Martinez,2021-07-11,Headphones,277.97,Illinois,Frequent Buyer
Emily,Brown,2021-07-11,Laptop,,Illinois,
Emily,Williams,2021-07-11,Laptop,1268.63,Florida,Frequent Buyer
Emily,Smith,2021-07-12,Headphones,82.48,Ohio,Frequent Buyer
James,Johnson,2021-07-12,Headphones,237.97,Florida,Frequent Buyer
Daniel,Williams,2021-07-12,Headphones,160.53,Michigan,Price-Sensitive
Emily,Wilson,2021-07-12,Headphones,210.71,Texas,Occasional Buyer
Daniel,Martinez,2021-07-12,Headphones,58.89,Florida,Price-Sensitive
Sarah,Davis,2021-07-12,Headphones,75.43,California,Price-Sensitive
Emily,Martinez,2021-07-12,Tablet,530.85,New York,Price-Sensitive
Michael,Jones,2021-07-12,Smartwatch,273.4,Georgia,Price-Sensitive
Michael,Williams,2021-07-12,Laptop,777.29,Illinois,Price-Sensitive
Emily,Wilson,2021-07-12,Laptop,1288.97,Texas,Occasional Buyer
Olivia,Martinez,2021-07-12,Smartphone,593.15,New York,Frequent Buyer
Emma,Brown,2021-07-12,Tablet,657.6,California,Occasional Buyer
Michael,Williams,2021-07-13,Headphones,275.58,Ohio,Frequent Buyer
Sarah,Jones,2021-07-13,Headphones,86.18,Texas,Frequent Buyer
Emily,Wilson,2021-07-13,Laptop,721.63,Texas,Occasional Buyer
Michael,Jones,2021-07-13,Headphones,96.74,Georgia,Price-Sensitive
Emily,Brown,2021-07-13,Smartwatch,315.07,Illinois,Frequent Buyer
Daniel,Garcia,2021-07-13,Headphones,268.44,Texas,Premium Buyer
Michael,Jones,2021-07-14,Laptop,1023.26,Georgia,Price-Sensitive
John,Wilson,2021-07-14,Smartphone,341.61,New York,Price-Sensitive
Sophia,Davis,2021-07-14,Tablet,303.54,California,Frequent Buyer
Emma,Martinez,2021-07-14,Smartphone,691.26,Illinois,Frequent Buyer
David,Martinez,2021-07-14,Smartwatch,110.51,Florida,Occasional Buyer
Olivia,Miller,2021-07-14,Smartphone,596.51,New York,Frequent Buyer
Michael,Wilson,2021-07-15,Smartwatch,218.52,,Frequent Buyer
John,Johnson,2021-07-15,Headphones,138.54,Texas,Price-Sensitive
Michael,Williams,2021-07-15,Tablet,766.88,Ohio,Frequent Buyer
Sarah,Davis,2021-07-15,Smartwatch,217.53,California,Price-Sensitive
Sarah,Jones,2021-07-15,Tablet,613.66,Texas,Frequent Buyer
Sarah,Jones,2021-07-15,Tablet,570.8,Texas,Frequent Buyer
Emma,Garcia,2021-07-16,Smartphone,723.21,Georgia,Frequent Buyer
Emily,Johnson,2021-07-16,Laptop,704.94,Michigan,Occasional Buyer
Michael,Jones,2021-07-16,Laptop,1218.66,Georgia,Price-Sensitive
Olivia,Martinez,2021-07-16,Tablet,531.5,Illinois,Frequent Buyer
Emily,Smith,2021-07-16,Smartwatch,317.89,Ohio,Frequent Buyer
Emily,Williams,2021-07-16,Headphones,61.04,Florida,Price-Sensitive
James,Johnson,2021-07-16,Headphones,201.13,Florida,Frequent Buyer
James,Jones,2021-07-17,Laptop,761.66,New York,Price-Sensitive
James,Smith,2021-07-17,Smartwatch,313.5,Georgia,Price-Sensitive
Sarah,Jones,2021-07-17,Headphones,145.61,Georgia,Occasional Buyer
Emily,Wilson,2021-07-17,Smartwatch,187.35,Texas,Price-Sensitive
David,Miller,2021-07-17,Smartphone,758.32,Michigan,Occasional Buyer
Sarah,Jones,2021-07-18,Tablet,646.02,Georgia,Occasional Buyer
Emily,Brown,2021-07-18,Headphones,55.21,Illinois,Frequent Buyer
Michael,Wilson,2021-07-18,Smartphone,714.66,Georgia,Frequent Buyer
John,Johnson,2021-07-18,Smartphone,460.41,Illinois,Price-Sensitive
James,Davis,2021-07-18,Smartwatch,318.36,Georgia,Frequent Buyer
John,Martinez,2021-07-18,Smartphone,678.65,California,Occasional Buyer
Sophia,Davis,2021-07-18,Headphones,148.09,California,Frequent Buyer
Daniel,Garcia,2021-07-18,Smartwatch,474.8,Texas,
Daniel,Williams,2021-07-19,Tablet,619.06,Texas,Premium Buyer
Emily,Smith,2021-07-19,Smartphone,558.48,Ohio,Frequent Buyer
Sophia,Miller,2021-07-19,Headphones,127.81,Florida,Premium Buyer
David,Williams,2021-07-19,Smartphone,723.05,Ohio,Price-Sensitive
Emily,Williams,2021-07-19,Smartphone,354.24,Florida,Frequent Buyer
Emma,Brown,2021-07-19,Headphones,,Ohio,
Emma,Brown,2021-07-20,Laptop,842.24,California,Occasional Buyer
Olivia,Martinez,2021-07-20,Tablet,773.41,Illinois,Frequent Buyer
David,Brown,2021-07-20,Laptop,1222.04,Georgia,Occasional Buyer
John,Martinez,2021-07-21,Smartwatch,93.18,Florida,Price-Sensitive
John,Johnson,2021-07-21,Tablet,578.15,California,Price-Sensitive
John,Wilson,2021-07-21,Tablet,361.35,New York,Price-Sensitive
Michael,Williams,2021-07-21,Laptop,1240.04,Ohio,Frequent Buyer
Sophia,Williams,2021-07-21,Tablet,741.04,New York,Frequent Buyer
Sarah,Brown,2021-07-21,Smartphone,1139.13,Texas,Premium Buyer
Emily,Smith,2021-07-21,Tablet,417.76,Michigan,Occasional Buyer
Emily,Brown,2021-07-21,Smartphone,764.06,Illinois,Frequent Buyer
Emma,Brown,2021-07-22,Tablet,691.93,Ohio,Occasional Buyer
Daniel,Garcia,2021-07-22,Smartphone,896.58,Texas,Premium Buyer
Emily,Williams,2021-07-22,Headphones,173.1,Florida,Frequent Buyer
Emily,Martinez,2021-07-22,Headphones,67.99,New York,Price-Sensitive
Emily,Wilson,2021-07-22,Tablet,256.45,Texas,Occasional Buyer
Michael,Smith,2021-07-22,Tablet,274.57,Illinois,Occasional Buyer
Emma,Brown,2021-07-22,Headphones,188.41,California,Occasional Buyer
Emily,Martinez,2021-07-23,Tablet,377.86,New York,Price-Sensitive
Emily,Smith,2021-07-23,Smartwatch,390.75,Ohio,Frequent Buyer
John,Smith,2021-07-23,Tablet,331.5,Georgia,Price-Sensitive
David,Brown,2021-07-23,Laptop,1453.02,Georgia,Occasional Buyer
John,Martinez,2021-07-23,,504.61,Florida,
Daniel,Smith,2021-07-23,Laptop,1272.78,New York,Price-Sensitive
John,Smith,2021-07-23,Tablet,508.66,Georgia,Price-Sensitive
Michael,Wilson,2021-07-23,Smartphone,775.11,Georgia,Frequent Buyer
Daniel,Smith,2021-07-23,Tablet,420.15,New York,Frequent Buyer
John,Wilson,2021-07-23,Tablet,330.02,New York,Price-Sensitive
Daniel,Williams,2021-07-23,Laptop,1010.58,Michigan,Price-Sensitive
Daniel,Williams,2021-07-23,Smartwatch,227.24,Illinois,Premium Buyer
John,Wilson,2021-07-24,Laptop,986.42,New York,Price-Sensitive
John,Johnson,2021-07-24,Headphones,46.7,California,Price-Sensitive
David,Williams,2021-07-24,Tablet,548.69,,
Michael,Smith,2021-07-24,Smartwatch,423.35,Illinois,Occasional Buyer
John,Wilson,2021-07-24,Tablet,235.18,New York,Price-Sensitive
John,Martinez,2021-07-25,Smartphone,525.84,Florida,Price-Sensitive
John,Johnson,2021-07-25,Tablet,437.59,Texas,Price-Sensitive
David,Miller,2021-07-25,Laptop,1481.12,Michigan,Occasional Buyer
Sarah,Wilson,2021-07-25,Smartphone,742.43,Texas,Premium Buyer
Sophia,Davis,2021-07-25,Smartphone,532.98,Ohio,Price-Sensitive
Michael,Smith,2021-07-25,Laptop,624.4,Illinois,Occasional Buyer
James,Johnson,2021-07-25,Smartphone,,Florida,Frequent Buyer
Emily,Garcia,2021-07-25,Tablet,395.85,New York,Frequent Buyer
David,Williams,2021-07-25,Smartphone,484.21,Ohio,Price-Sensitive
Sarah,Jones,2021-07-26,,454.05,New York,
James,Johnson,2021-07-26,Laptop,1678.62,Florida,Frequent Buyer
Emma,Brown,2021-07-27,Tablet,500.17,Ohio,Occasional Buyer
James,Martinez,2021-07-27,Headphones,108.13,Georgia,Occasional Buyer
Sarah,Jones,2021-07-27,Headphones,213.08,New York,Price-Sensitive
Olivia,Martinez,2021-07-27,Headphones,189.19,,
Olivia,Martinez,2021-07-27,Tablet,284.33,New York,Frequent Buyer
Daniel,Williams,2021-07-27,Smartphone,1209.94,Illinois,Premium Buyer
Michael,Jones,2021-07-27,Smartphone,455.99,Georgia,Price-Sensitive
Sarah,Jones,2021-07-27,Smartwatch,325.3,Georgia,Occasional Buyer
John,Martinez,2021-07-27,Tablet,637.3,California,Occasional Buyer
Sarah,Jones,2021-07-28,Tablet,593.56,Georgia,Occasional Buyer
Michael,Williams,2021-07-28,Smartwatch,335.51,Ohio,Frequent Buyer
Sophia,Miller,2021-07-28,Laptop,1903.67,Florida,Premium Buyer
John,Johnson,2021-08-01,Tablet,574.37,Illinois,Price-Sensitive
James,Jones,2021-08-01,Smartwatch,293.12,New York,Price-Sensitive
James,Johnson,2021-08-01,Smartwatch,180.59,Florida,Frequent Buyer
Sarah,Jones,2021-08-02,Smartphone,516.03,Texas,Frequent Buyer
Sophia,Johnson,2021-08-02,Smartphone,1235.23,New York,Premium Buyer
Emily,Smith,2021-08-02,Headphones,176.17,Ohio,Frequent Buyer
Michael,Wilson,2021-08-02,Tablet,453.11,Georgia,Frequent Buyer
Sarah,Brown,2021-08-02,Smartphone,1384.76,Texas,Premium Buyer
Emma,Johnson,2021-08-02,Headphones,81.21,Illinois,Premium Buyer
Sophia,Johnson,2021-08-03,Smartwatch,188.06,Michigan,Occasional Buyer
Sophia,Johnson,2021-08-03,Tablet,635.63,Michigan,Occasional Buyer
Daniel,Martinez,2021-08-03,Headphones,207.65,Florida,Price-Sensitive
Emma,Brown,2021-08-03,Headphones,173.94,California,Occasional Buyer
Michael,Williams,2021-08-03,Smartphone,995.02,Ohio,Frequent Buyer
James,Johnson,2021-08-03,Smartphone,567.54,Florida,Frequent Buyer
Sophia,Williams,2021-08-03,Smartwatch,534.5,New York,Frequent Buyer
Olivia,Miller,2021-08-03,Smartwatch,186.77,New York,Frequent Buyer
James,Davis,2021-08-03,Smartwatch,524.93,Georgia,Frequent Buyer
Emily,Williams,2021-08-03,Smartwatch,264.31,Florida,Frequent Buyer
Michael,Wilson,2021-08-04,Smartphone,572.74,California,Occasional Buyer
Sarah,Jones,2021-08-04,Smartphone,744.9,New York,Price-Sensitive
Michael,Davis,2021-08-04,Smartphone,713.92,Ohio,Occasional Buyer
Sarah,Jones,2021-08-04,Headphones,54.68,Texas,Frequent Buyer
John,Smith,2021-08-05,Headphones,91.53,Georgia,Price-Sensitive
James,Jones,2021-08-05,Headphones,49.01,New York,Price-Sensitive
Olivia,Wilson,2021-08-05,Headphones,284.55,New York,Premium Buyer
Emma,Garcia,2021-08-06,Smartwatch,461.29,Georgia,Frequent Buyer
Sophia,Jones,2021-08-06,Smartphone,954.8,California,Frequent Buyer
Sophia,Jones,2021-08-06,Laptop,1136.45,California,Frequent Buyer
Emily,Brown,2021-08-06,Headphones,203.98,Illinois,Frequent Buyer
Daniel,Garcia,2021-08-06,Tablet,1012.97,Texas,Premium Buyer
Sarah,Brown,2021-08-07,Headphones,251.76,New York,Frequent Buyer
Sarah,Jones,2021-08-07,Headphones,50.82,New York,Price-Sensitive
Olivia,Martinez,2021-08-07,Tablet,649.98,Illinois,Frequent Buyer
Olivia,Wilson,2021-08-07,Smartwatch,244.65,New York,Premium Buyer
Sophia,Johnson,2021-08-07,Laptop,670.13,Michigan,Occasional Buyer
Sophia,Davis,2021-08-07,Headphones,221.75,California,Frequent Buyer
John,Martinez,2021-08-08,Laptop,517.14,,
Daniel,Smith,2021-08-08,Tablet,531.43,New York,Frequent Buyer
David,Williams,2021-08-08,Smartwatch,409.65,Ohio,Price-Sensitive
Daniel,Williams,2021-08-08,Smartwatch,288.53,Illinois,Price-Sensitive
Emily,Williams,2021-08-08,Laptop,1411.67,Florida,Frequent Buyer
Emily,Garcia,2021-08-08,Headphones,79.29,New York,Frequent Buyer
James,Johnson,2021-08-08,Tablet,403.26,Florida,Frequent Buyer
Sophia,Williams,2021-08-08,Smartphone,447.23,New York,Frequent Buyer
Michael,Smith,2021-08-08,Tablet,627.22,Illinois,Occasional Buyer
Michael,Smith,2021-08-08,Tablet,667.59,Illinois,Occasional Buyer
Sarah,Garcia,2021-08-08,Smartphone,631.41,Michigan,Price-Sensitive
Emily,Williams,2021-08-08,Laptop,555.38,,Price-Sensitive
Emily,Brown,2021-08-09,Laptop,1438.25,Illinois,Frequent Buyer
Michael,Davis,2021-08-09,Headphones,63.3,,Occasional Buyer
Sarah,Jones,2021-08-09,Smartphone,564.85,New York,Price-Sensitive
Olivia,Martinez,2021-08-09,Tablet,487.4,,
John,Smith,2021-08-09,Smartwatch,261.47,Georgia,Price-Sensitive
Sarah,Jones,2021-08-09,Smartphone,676.17,New York,Price-Sensitive
Sophia,Miller,2021-08-09,Laptop,1523.36,Florida,Premium Buyer
Emma,Brown,2021-08-09,Smartphone,885.26,California,Occasional Buyer
Emily,Williams,2021-08-09,Headphones,286.31,Florida,Frequent Buyer
Michael,Williams,2021-08-10,Smartphone,1329.84,Illinois,Premium Buyer
Olivia,Martinez,2021-08-10,Smartwatch,217.27,Illinois,Frequent Buyer
Michael,Wilson,2021-08-11,Smartwatch,358.9,Georgia,Frequent Buyer
Emily,Williams,2021-08-11,Headphones,,,Frequent Buyer
John,Martinez,2021-08-11,Tablet,344.62,Florida,Price-Sensitive
Emily,Miller,2021-08-11,Headphones,182.42,Michigan,Price-Sensitive
Michael,Williams,2021-08-11,Laptop,,,Premium Buyer
Michael,Garcia,2021-08-11,Laptop,842.44,California,Occasional Buyer
Daniel,Williams,2021-08-11,Smartwatch,428.24,Illinois,Premium Buyer
Sarah,Garcia,2021-08-11,Smartwatch,316.59,Michigan,Price-Sensitive
Daniel,Williams,2021-08-11,Laptop,942.26,Illinois,Premium Buyer
Michael,Jones,2021-08-11,Headphones,112.59,Georgia,Price-Sensitive
Michael,Jones,2021-08-11,Smartwatch,297.87,Georgia,Price-Sensitive
Sophia,Johnson,2021-08-11,Smartwatch,412.27,New York,Premium Buyer
Emily,Smith,2021-08-12,Smartphone,1142.81,Ohio,Frequent Buyer
James,Martinez,2021-08-12,Smartphone,,Georgia,Occasional Buyer
Olivia,Martinez,2021-08-12,Headphones,171.73,New York,Frequent Buyer
Daniel,Williams,2021-08-12,Tablet,718.54,Illinois,Premium Buyer
Michael,Garcia,2021-08-12,Smartwatch,409.67,California,Occasional Buyer
Olivia,Miller,2021-08-12,Smartphone,629.82,New York,Frequent Buyer
Emily,Garcia,2021-08-12,Tablet,434.42,New York,Frequent Buyer
Olivia,Martinez,2021-08-12,Headphones,156.99,Illinois,Frequent Buyer
Daniel,Williams,2021-08-13,Smartwatch,689.78,Illinois,Premium Buyer
Michael,Davis,2021-08-13,Headphones,126.54,Ohio,Occasional Buyer
Olivia,Wilson,2021-08-13,Smartwatch,230.17,Texas,Occasional Buyer
